*vertices 31
1 1
2 2
3 3
4 4
5 5
6 6
7 7
8 8
9 9
10 10
11 11
12 12
13 13
14 14
15 15
16 16
17 17
18 18
19 19
20 20
21 21
22 22
23 23
24 24
25 25
26 26
27 27
28 28
29 29
30 30
31 31
*arcs 268
1	4	1	913330800
8	17	1	913330800
11	23	1	913330800
17	8	1	913330800
18	30	1	913330800
7	1	-1	913330800
30	18	1	913330800
1	4	1	915145200
8	10	1	915145200
8	13	1	915145200
8	17	1	915145200
2	22	1	915145200
2	23	1	915145200
2	31	1	915145200
9	15	1	915145200
9	20	1	915145200
9	29	1	915145200
10	3	-1	915145200
11	2	1	915145200
11	10	1	915145200
11	23	1	915145200
3	22	1	915145200
3	23	1	915145200
3	25	1	915145200
12	13	1	915145200
12	18	2	915145200
12	7	1	915145200
12	21	2	915145200
12	22	-1	915145200
12	30	2	915145200
4	1	1	915145200
13	8	1	915145200
13	12	1	915145200
13	18	1	915145200
13	21	1	915145200
13	23	1	915145200
13	29	1	915145200
13	30	1	915145200
14	7	1	915145200
14	25	1	915145200
16	7	1	915145200
16	25	1	915145200
6	8	1	915145200
6	2	1	915145200
6	9	1	915145200
6	12	1	915145200
6	13	1	915145200
6	30	1	915145200
6	31	1	915145200
17	8	1	915145200
17	15	1	915145200
17	25	1	915145200
18	3	-1	915145200
18	12	2	915145200
18	13	2	915145200
18	6	1	915145200
18	21	2	915145200
18	22	-1	915145200
18	30	2	915145200
19	16	1	915145200
19	23	1	915145200
19	26	1	915145200
19	27	1	915145200
19	28	1	915145200
19	31	1	915145200
20	2	1	915145200
20	9	2	915145200
20	11	1	915145200
20	15	2	915145200
20	26	1	915145200
20	27	1	915145200
20	28	1	915145200
20	29	2	915145200
7	1	-1	915145200
7	9	-1	915145200
7	14	1	915145200
7	16	1	915145200
7	21	-1	915145200
7	25	1	915145200
7	26	-1	915145200
21	12	1	915145200
21	18	1	915145200
21	25	1	915145200
21	30	1	915145200
22	2	1	915145200
22	10	1	915145200
22	13	1	915145200
22	23	1	915145200
22	31	1	915145200
23	2	1	915145200
23	22	1	915145200
25	14	1	915145200
25	7	1	915145200
25	22	-1	915145200
25	26	-1	915145200
26	2	2	915145200
26	19	2	915145200
26	20	1	915145200
26	27	2	915145200
26	28	1	915145200
27	19	1	915145200
27	20	1	915145200
27	26	1	915145200
27	28	1	915145200
28	19	1	915145200
28	20	1	915145200
28	7	1	915145200
28	25	1	915145200
28	26	1	915145200
28	27	1	915145200
28	29	1	915145200
29	9	2	915145200
29	13	1	915145200
29	16	1	915145200
29	20	2	915145200
29	7	1	915145200
29	25	1	915145200
30	3	-1	915145200
30	12	2	915145200
30	13	2	915145200
30	18	2	915145200
30	21	2	915145200
31	2	1	915145200
31	6	1	915145200
31	19	1	915145200
31	22	1	915145200
31	23	1	915145200
31	26	1	915145200
8	10	1	916959600
8	13	1	916959600
8	17	2	916959600
2	22	1	916959600
2	23	1	916959600
9	15	2	916959600
9	16	1	916959600
9	20	2	916959600
9	7	1	916959600
9	26	1	916959600
9	29	2	916959600
3	22	1	916959600
3	25	1	916959600
3	30	1	916959600
12	13	2	916959600
12	18	2	916959600
12	7	1	916959600
12	21	2	916959600
12	30	2	916959600
4	1	2	916959600
13	8	1	916959600
13	10	-1	916959600
13	3	-1	916959600
13	12	2	916959600
13	14	1	916959600
13	17	1	916959600
13	18	2	916959600
13	20	-1	916959600
13	7	1	916959600
13	21	2	916959600
13	29	1	916959600
13	30	2	916959600
14	3	-1	916959600
14	7	1	916959600
14	25	1	916959600
15	2	1	916959600
15	9	3	916959600
15	3	1	916959600
15	20	2	916959600
15	21	-1	916959600
15	22	1	916959600
15	23	-1	916959600
15	29	3	916959600
15	31	1	916959600
16	7	2	916959600
6	8	1	916959600
6	2	2	916959600
6	9	1	916959600
6	10	1	916959600
6	11	2	916959600
6	3	1	916959600
6	12	1	916959600
6	13	1	916959600
6	15	1	916959600
6	17	1	916959600
6	18	1	916959600
6	20	1	916959600
6	21	1	916959600
6	22	1	916959600
6	23	1	916959600
6	24	1	916959600
6	31	1	916959600
17	8	2	916959600
17	13	1	916959600
17	25	1	916959600
18	12	2	916959600
18	13	2	916959600
18	14	-1	916959600
18	7	1	916959600
18	21	2	916959600
18	23	-1	916959600
18	30	2	916959600
19	26	2	916959600
19	27	2	916959600
19	28	2	916959600
19	31	1	916959600
20	2	1	916959600
20	9	2	916959600
20	15	2	916959600
20	16	1	916959600
20	26	2	916959600
20	27	1	916959600
20	28	2	916959600
20	29	3	916959600
20	31	1	916959600
7	9	1	916959600
7	5	1	916959600
7	14	1	916959600
7	16	2	916959600
7	25	1	916959600
7	26	-1	916959600
21	12	2	916959600
21	13	2	916959600
21	18	2	916959600
21	25	1	916959600
21	30	2	916959600
22	2	1	916959600
22	23	1	916959600
22	31	1	916959600
23	2	1	916959600
23	22	1	916959600
25	14	1	916959600
25	16	1	916959600
25	7	1	916959600
26	2	2	916959600
26	9	1	916959600
26	19	2	916959600
26	20	2	916959600
26	21	1	916959600
26	27	2	916959600
26	28	2	916959600
26	29	1	916959600
27	9	1	916959600
27	19	1	916959600
27	20	1	916959600
27	26	1	916959600
27	28	1	916959600
27	29	1	916959600
28	19	1	916959600
28	20	1	916959600
28	26	1	916959600
28	27	1	916959600
28	29	1	916959600
29	9	2	916959600
29	13	1	916959600
29	15	1	916959600
29	16	1	916959600
29	20	2	916959600
29	7	1	916959600
29	26	1	916959600
